pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,ra,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_lum,st_dens,st_age,st_spstr,st_umbj
KELT-9,b,KELT-9 b,1,1.4811235,0.03462,0.0,2.88,0.53,10170.0,2.52,2.36,0,0,205.65,7.55,KELT-North,307.859802,0,4050,21.196,0.16316,3.153,2017,Ground,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hd_195689_b/,,1.724,0.2702,0.3,B9.5-A0,0.03
Kepler-630,b,Kepler-630 b,1,161.4743937,,,,,5829.0,1.02,1.04,1,0,657.0,13.871,Kepler,293.427043,0,,3.18,0.44158,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-630_b/,,,,4.47,,
Kepler-629,b,Kepler-629 b,1,7.2385854,,,,,5444.0,0.93,0.84,1,0,383.0,13.359,Kepler,289.417832,0,,1.38,0.129454,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-629_b/,,,,1.91,,
Kepler-122,d,Kepler-122 d,5,21.587475,0.155,,,,6050.0,,1.22,1,0,1058.58,14.247,Kepler,291.111883,0,,2.2,0.1951,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-122_d/,http://exoplanets.org/detail/Kepler-122_d,,,,,
Kepler-122,e,Kepler-122 e,5,37.993273,0.227,,,,6050.0,,1.22,1,0,1058.58,14.247,Kepler,291.111883,0,,2.6,0.2981,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-122_e/,http://exoplanets.org/detail/Kepler-122_e,,,,,
Kepler-122,f,Kepler-122 f,5,56.268,,,0.113,,6050.0,,1.22,1,0,1058.58,14.247,Kepler,291.111883,0,,1.75,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,
Kepler-122,b,Kepler-122 b,5,5.766193,0.064,,,,6050.0,,1.22,1,0,1058.58,14.247,Kepler,291.111883,0,,2.34,0.1602,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-122_b/,http://exoplanets.org/detail/Kepler-122_b,,,,,
Kepler-122,c,Kepler-122 c,5,12.465988,0.108,,,,6050.0,,1.22,1,0,1058.58,14.247,Kepler,291.111883,0,,5.87,0.211,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-122_c/,http://exoplanets.org/detail/Kepler-122_c,,,,,
Kepler-579,b,Kepler-579 b,1,9.66857723,,,,,5636.0,0.99,0.96,1,0,663.0,14.272,Kepler,295.002039,0,,2.0,0.098787,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-579_b/,,,,4.07,,
PH1,b,PH1 b,1,138.317,0.652,0.0702,0.531,,6407.0,1.53,1.73,1,0,1000.0,13.718,Kepler,298.215108,1,481,6.18,,22.1435,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-64_%28ab%29_b/,http://exoplanets.org/detail/PH-1_b,,0.293,2.0,F,
Kepler-1330,b,Kepler-1330 b,1,10.10769068,,,,,5608.0,0.97,0.94,1,0,939.0,15.017,Kepler,290.576737,0,,1.65,0.15238,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1330_b/,,,,4.9,,
Kepler-80,g,Kepler-80 g,6,14.64558,,,,,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,418,1.13,0.0883333,45.0,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,,,-0.77,2.33,2.0,K5,
Kepler-80,f,Kepler-80 f,6,0.9867873,0.0175,,,,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,,1.21,,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-80_f/,,-0.77,2.33,2.0,K5,
Kepler-80,d,Kepler-80 d,6,3.07222,0.0372,,0.02124,7.04,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,,1.53,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-80_d/,http://exoplanets.org/detail/Kepler-80_d,-0.77,2.33,2.0,K5,
Kepler-80,b,Kepler-80 b,6,7.05246,0.0648,,0.0218,1.38,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,,2.67,,,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-80_b/,http://exoplanets.org/detail/Kepler-80_b,-0.77,2.33,2.0,K5,
Kepler-80,c,Kepler-80 c,6,9.52355,0.0792,,0.02121,1.22,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,,2.74,,,2012,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-80_c/,,-0.77,2.33,2.0,K5,
Kepler-80,e,Kepler-80 e,6,4.64489,0.0491,,0.01299,3.75,4540.0,0.73,0.68,1,0,357.0,14.804,Kepler,296.112564,0,,1.6,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-80_e/,http://exoplanets.org/detail/Kepler-80_e,-0.77,2.33,2.0,K5,
Kepler-1026,b,Kepler-1026 b,1,36.5156053,,,,,4948.0,0.79,0.75,1,0,389.0,14.254,Kepler,283.605263,0,,2.21,0.1495,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1026_b/,,,,4.57,,
Kepler-1291,b,Kepler-1291 b,1,8.63043276,,,,,5216.0,0.84,0.8,1,0,982.0,15.868,Kepler,289.377032,0,,1.66,0.13046,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1291_b/,,,,4.9,,
Kepler-328,c,Kepler-328 c,2,71.312,,,0.124,,5914.0,1.1,1.0,1,0,2354.42,15.674,Kepler,295.809289,0,,5.4,,,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-328_c/,,,,,,
Kepler-328,b,Kepler-328 b,2,34.921,,,0.09,,5914.0,1.1,1.0,1,0,2354.42,15.674,Kepler,295.809289,0,,2.3,,,2013,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-328_b/,,,,,,
WASP-153,b,WASP-153 b,1,3.332609,0.048,0.009,0.39,0.15,5914.0,1.34,1.73,0,0,430.0,12.8,SuperWASP,279.26239,0,1700,17.374,0.16,6.0,2017,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-153_b/,,,0.37,4.0,G0,
Kepler-691,b,Kepler-691 b,1,8.114379,,,,,3715.0,0.53,0.5,1,0,239.0,15.877,Kepler,288.812003,0,,2.09,0.09408,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-691_b/,,,,3.98,,
Kepler-923,b,Kepler-923 b,1,6.93366476,,,,,5988.0,1.11,1.26,1,0,966.0,14.042,Kepler,294.171085,0,,1.38,0.18008,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-923_b/,,,,4.68,,
Kepler-103,c,Kepler-103 c,2,179.612,,,0.114,1.47,5845.0,1.09,1.44,1,0,501.93,12.287,Kepler,288.984555,0,,5.14,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-103_c/,,,0.52,5.7,,
Kepler-103,b,Kepler-103 b,2,15.9654,,,0.031,1.38,5845.0,1.09,1.44,1,0,501.93,12.287,Kepler,288.984555,0,,3.37,,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-103_b/,,,0.52,5.7,,
Kepler-1300,b,Kepler-1300 b,1,22.2419092,,,,,6130.0,1.29,1.79,1,0,757.0,12.816,Kepler,289.033022,0,,1.37,0.30229,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1300_b/,,,,3.55,,
Kepler-1032,b,Kepler-1032 b,1,3.29011795,,,,,4647.0,0.77,0.71,1,0,607.0,15.753,Kepler,289.930872,0,,1.87,0.064454,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/Kepler-1032_b/,,,,1.86,,
Kepler-906,b,Kepler-906 b,1,41.6979976,,,,,6035.0,1.06,1.02,1,0,758.0,13.956,Kepler,291.405561,0,,2.11,0.236475,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-906_b/,,,,1.86,,
Kepler-1017,b,Kepler-1017 b,1,7.23400469,,,,,5473.0,0.93,0.87,1,0,554.0,14.139,Kepler,283.469362,0,,1.99,0.0902,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1017_b/,,,,2.95,,
Kepler-1225,b,Kepler-1225 b,1,7.01075434,,,,,6140.0,1.13,1.19,1,0,1241.0,14.689,Kepler,290.633291,0,,1.82,0.089675,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1225_b/,,,,3.02,,
Kepler-1393,b,Kepler-1393 b,1,2.44357812,,,,,5697.0,0.95,0.92,1,0,462.0,13.348,Kepler,284.459458,0,,0.8,0.07592,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1393_b/,,,,3.47,,
Kepler-1115,b,Kepler-1115 b,1,23.5540725,,,,,8480.0,1.6,1.73,1,0,935.0,11.98,Kepler,294.991772,0,,1.7,0.29829,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1115_b/,,,,1.12,,
Kepler-692,b,Kepler-692 b,1,21.81293494,,,,,5440.0,0.9,0.86,1,0,1000.0,15.54,Kepler,294.77684,0,,3.11,0.182879,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-692_b/,,,,4.68,,
Kepler-1238,b,Kepler-1238 b,1,4.14787559,,,,,6386.0,1.3,1.48,1,0,1533.0,14.725,Kepler,297.905795,0,,1.93,0.15308,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1238_b/,,,,2.14,,
Kepler-475,b,Kepler-475 b,1,3.10550819,,,,,5009.0,0.86,0.79,1,0,280.0,13.341,Kepler,287.051707,0,,2.49,0.07171,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-475_b/,,,,2.69,,
Kepler-1556,b,Kepler-1556 b,1,8.82713457,,,,,5608.0,0.97,0.95,1,0,1060.0,15.247,Kepler,288.397002,0,,1.96,0.08692,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1556_b/,,,,4.9,,
Kepler-974,b,Kepler-974 b,1,4.19449651,,,,,3687.0,0.52,0.5,1,0,121.0,14.404,Kepler,285.013102,0,,1.57,0.077008,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-974_b/,,,,4.37,,
Kepler-631,b,Kepler-631 b,1,17.97979059,,,,,6185.0,1.24,1.33,1,0,843.0,13.5,Kepler,296.885757,0,,2.9,0.233421,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-631_b/,,,,2.51,,
Kepler-1424,b,Kepler-1424 b,1,29.6091744,,,,,5838.0,1.02,1.07,1,0,620.0,13.619,Kepler,290.991665,0,,1.16,0.22796,,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1424_b/,,,,5.25,,
KIC 5095269,b,KIC 5095269 b,1,237.68977,0.8,0.0603,7.693,,,1.21,,1,0,1230.6,13.528,Kepler,290.551942,1,,,,,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kic_5095269_(ab)_b/,,,,,F7 V,
Kepler-199,b,Kepler-199 b,2,23.637604,0.158,,,,5644.0,,0.97,1,0,528.99,13.595,Kepler,295.559419,0,,3.11,0.2064,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-199_b/,http://exoplanets.org/detail/Kepler-199_b,,,,,
Kepler-199,c,Kepler-199 c,2,67.093408,0.316,,,,5644.0,,0.97,1,0,528.99,13.595,Kepler,295.559419,0,,3.25,0.2888,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-199_c/,http://exoplanets.org/detail/Kepler-199_c,,,,,
Kepler-130,d,Kepler-130 d,3,87.517905,0.377,,,,5884.0,,1.13,1,0,319.57,11.529,Kepler,288.450665,0,,1.64,0.076,,2014,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-130_d/,http://exoplanets.org/detail/Kepler-130_d,,,,,
